Piping Class,Size,SCH,Wall thickness,Material_Name,PMSMat_Categories,PMSMat_Cat,Rating,Corrosion
31041-KS,12,30,8.382,ASTM A333-6,Carbon steel F-Gr M-Sour,CS,300,1
31041-KS,14,30,9.525,ASTM A333-6,Carbon steel F-Gr M-Sour,CS,300,1
31041-KS,16,30,9.525,ASTM A333-6,Carbon steel F-Gr M-Sour,CS,300,1
31041-KS,18,30,11.1252,ASTM A333-6,Carbon steel F-Gr M-Sour,CS,300,1
31041-KS,20,30,12.7,ASTM A333-6,Carbon steel F-Gr M-Sour,CS,300,1
31041-KS,24,30,14.2748,ASTM A333-6,Carbon steel F-Gr M-Sour,CS,300,1
31041-KS,30,30,15.875,ASTM A671-CC65 cl 22,Carbon steel F-Gr M-Sour,CS,300,1
31041-KS,36,40,19.05,ASTM A671-CC65 cl 22,Carbon steel F-Gr M-Sour,CS,300,1
31041-KS,42,20.6,20.6,ASTM A671-CC65 cl 22,Carbon steel F-Gr M-Sour,CS,300,1
31041-KS,48,23.8,23.8,ASTM A671-CC65 cl 22,Carbon steel F-Gr M-Sour,CS,300,1
31042,0.5,160,4.7752,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,0.75,160,5.5626,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,1,160,6.35,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,1.5,160,7.1374,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,2,80,5.5372,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,3,80,7.62,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,4,40,6.0198,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,6,40,7.112,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,8,40,8.1788,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,10,40,9.271,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,12,40,10.3124,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,14,40,11.1252,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,16,40,12.7,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,18,40,14.2748,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,20,40,15.0876,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,24,40,17.4752,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042,30,17.5,17.5,ASTM A672-C65 cl22,Carbon steel M-Sour,CS,300,3
31042,36,20.6,20.6,ASTM A672-C65 cl22,Carbon steel M-Sour,CS,300,3
31042,42,23.8,23.8,ASTM A672-C65 cl22,Carbon steel M-Sour,CS,300,3
31042,48,25.4,25.4,ASTM A671-CC65 cl 22,Carbon steel M-Sour,CS,300,3
31042-29,0.5,160,4.7752,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,0.75,160,5.5626,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,1,160,6.35,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,1.5,160,7.1374,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,2,80,5.5372,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,3,80,7.62,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,4,40,6.0198,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,6,40,7.112,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,8,40,8.1788,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,10,40,9.271,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,12,40,10.3124,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,14,40,11.1252,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,16,40,12.7,ASTM A106-B,Carbon steel M-Sour,CS,300,3
31042-29,18,40,14.2748,ASTM A333-6,Carbon steel M-Sour,CS,300,3
31042-29,20,40,15.0876,ASTM A333-6,Carbon steel M-Sour,CS,300,3
31042-29,24,40,17.4752,ASTM A333-6,Carbon steel M-Sour,CS,300,3
31042-29,30,17.5,17.5,ASTM A671-CC65 cl 22,Carbon steel M-Sour,CS,300,3
31042-29,36,20.6,20.6,ASTM A671-CC65 cl 22,Carbon steel M-Sour,CS,300,3
31042-29,42,23.8,23.8,ASTM A671-CC65 cl 22,Carbon steel M-Sour,CS,300,3
31042-29,48,25.4,25.4,ASTM A671-CC65 cl 22,Carbon steel M-Sour,CS,300,3
31043-29,0.5,XXS,7.4676,ASTM A106-B,Carbon steel M-Sour,CS,300,6
31043-29,0.75,XXS,7.8232,ASTM A106-B,Carbon steel M-Sour,CS,300,6
31043-29,1,XXS,9.0932,ASTM A106-B,Carbon steel M-Sour,CS,300,6
31043-29,1.5,XXS,10.16,ASTM A106-B,Carbon steel M-Sour,CS,300,6
31043-29,2,160,8.7376,ASTM A106-B,Carbon steel M-Sour,CS,300,6
31043-29,3,160,11.1252,ASTM A106-B,Carbon steel M-Sour,CS,300,6
31043-29,4,120,11.1252,ASTM A106-B,Carbon steel M-Sour,CS,300,6
31043-29,6,80,10.9728,ASTM A106-B,Carbon steel M-Sour,CS,300,6
31043-29,8,80,12.7,ASTM A106-B,Carbon steel M-Sour,CS,300,6
31043-29,10,60,12.7,ASTM A106-B,Carbon steel M-Sour,CS,300,6
31043-29,12,60,14.2748,ASTM A333-6,Carbon steel M-Sour,CS,300,6
31043-29,14,60,15.0876,ASTM A333-6,Carbon steel M-Sour,CS,300,6
31043-29,16,60,16.6624,ASTM A333-6,Carbon steel M-Sour,CS,300,6
31043-29,18,60,19.05,ASTM A333-6,Carbon steel M-Sour,CS,300,6
31043-29,20,60,20.6248,ASTM A333-6,Carbon steel M-Sour,CS,300,6
31043-29,24,60,24.6126,ASTM A333-6,Carbon steel M-Sour,CS,300,6
31055,0.5,160,4.7752,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,0.75,160,5.5626,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,1,160,6.35,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,1.5,160,7.1374,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,2,80,5.5372,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,3,80,7.62,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,4,40,6.0198,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,6,40,7.112,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,8,40,8.1788,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,10,40,9.271,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,12,40,10.3124,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,14,40,11.1252,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,16,40,12.7,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,18,40,14.2748,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,20,40,15.0876,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,24,40,17.4752,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055,30,17.5,17.5,ASTM A672-C65 cl22,Carbon steel H-Sour,CS,300,3
31055,36,20.6,20.6,ASTM A672-C65 cl22,Carbon steel H-Sour,CS,300,3
31055,42,23.8,23.8,ASTM A672-C65 cl22,Carbon steel H-Sour,CS,300,3
31055,48,25.4,25.4,ASTM A671-CC65 cl 22,Carbon steel H-Sour,CS,300,3
31055-29,0.5,160,4.7752,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,0.75,160,5.5626,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,1,160,6.35,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,1.5,160,7.1374,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,2,80,5.5372,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,3,80,7.62,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,4,40,6.0198,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,6,40,7.112,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,8,40,8.1788,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,10,40,9.271,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,12,40,10.3124,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,14,40,11.1252,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,16,40,12.7,ASTM A106-B,Carbon steel H-Sour,CS,300,3
31055-29,18,40,14.2748,ASTM A333-6,Carbon steel H-Sour,CS,300,3
31055-29,20,40,15.0876,ASTM A333-6,Carbon steel H-Sour,CS,300,3
31055-29,24,40,17.4752,ASTM A333-6,Carbon steel H-Sour,CS,300,3
31055-29,30,17.5,17.5,ASTM A671-CC65 cl 22,Carbon steel H-Sour,CS,300,3
31055-29,36,20.6,20.6,ASTM A671-CC65 cl 22,Carbon steel H-Sour,CS,300,3
31055-29,42,23.8,23.8,ASTM A671-CC65 cl 22,Carbon steel H-Sour,CS,300,3
31055-29,48,25.4,25.4,ASTM A671-CC65 cl 22,Carbon steel H-Sour,CS,300,3
31056-29,0.5,XXS,7.4676,ASTM A106-B,Carbon steel H-Sour,CS,300,6
31056-29,0.75,XXS,7.8232,ASTM A106-B,Carbon steel H-Sour,CS,300,6
31056-29,1,XXS,9.0932,ASTM A106-B,Carbon steel H-Sour,CS,300,6
31056-29,1.5,XXS,10.16,ASTM A106-B,Carbon steel H-Sour,CS,300,6
31056-29,2,160,8.7376,ASTM A106-B,Carbon steel H-Sour,CS,300,6
31056-29,3,160,11.1252,ASTM A106-B,Carbon steel H-Sour,CS,300,6
31056-29,4,120,11.1252,ASTM A106-B,Carbon steel H-Sour,CS,300,6
31056-29,6,80,10.9728,ASTM A106-B,Carbon steel H-Sour,CS,300,6
31056-29,8,80,12.7,ASTM A106-B,Carbon steel H-Sour,CS,300,6
31056-29,10,60,12.7,ASTM A106-B,Carbon steel H-Sour,CS,300,6
31056-29,12,60,14.2748,ASTM A333-6,Carbon steel H-Sour,CS,300,6
31056-29,14,60,15.0876,ASTM A333-6,Carbon steel H-Sour,CS,300,6
31056-29,16,60,16.6624,ASTM A333-6,Carbon steel H-Sour,CS,300,6
31056-29,18,60,19.05,ASTM A333-6,Carbon steel H-Sour,CS,300,6
31056-29,20,60,20.6248,ASTM A333-6,Carbon steel H-Sour,CS,300,6
31056-29,24,60,24.6126,ASTM A333-6,Carbon steel H-Sour,CS,300,6
31061,0.5,80,3.7338,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,0.75,80,3.9116,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,1,80,4.5466,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,1.5,80,5.08,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,2,40,3.9116,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,3,40,5.4864,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,4,40,6.0198,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,6,40,7.112,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,8,30,7.0358,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,10,30,7.7978,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,12,30,8.382,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,14,30,9.525,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,16,30,9.525,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,18,30,11.1252,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,20,30,12.7,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061,24,30,14.2748,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31061-KS,0.5,80,3.7338,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,0.75,80,3.9116,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,1,80,4.5466,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,1.5,80,5.08,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,2,40,3.9116,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,3,40,5.4864,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,4,40,6.0198,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,6,40,7.112,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,8,30,7.0358,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,10,30,7.7978,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,12,30,8.382,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,14,30,9.525,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,16,30,9.525,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,18,30,11.1252,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,20,30,12.7,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31061-KS,24,30,14.2748,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31064,0.5,80,3.7338,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,0.75,80,3.9116,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,1,80,4.5466,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,1.5,80,5.08,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,2,40,3.9116,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,3,40,5.4864,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,4,40,6.0198,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,6,40,7.112,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,8,30,7.0358,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,10,30,7.7978,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,12,30,8.382,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,14,30,9.525,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,16,30,9.525,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,18,30,11.1252,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,20,30,12.7,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31064,24,30,14.2748,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,0.5,80,3.7338,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,0.75,80,3.9116,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,1,80,4.5466,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,1.5,80,5.08,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,2,40,3.9116,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,3,40,5.4864,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,4,40,6.0198,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,6,40,7.112,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,8,30,7.0358,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,10,30,7.7978,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,12,30,8.382,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,14,30,9.525,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,16,30,9.525,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,18,30,11.1252,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,20,30,12.7,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,24,30,14.2748,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31071,30,30,15.875,ASTM A672-C65 cl22,Carbon steel M-Sour PWHT,CS,300,1
31071,36,40,19.05,ASTM A672-C65 cl22,Carbon steel M-Sour PWHT,CS,300,1
31071,42,20.6,20.6,ASTM A672-C65 cl22,Carbon steel M-Sour PWHT,CS,300,1
31071,48,23.8,23.8,ASTM A672-C65 cl22,Carbon steel M-Sour PWHT,CS,300,1
31071-KS,0.5,80,3.7338,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,0.75,80,3.9116,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,1,80,4.5466,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,1.5,80,5.08,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,2,40,3.9116,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,3,40,5.4864,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,4,40,6.0198,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,6,40,7.112,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,8,30,7.0358,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,10,30,7.7978,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,12,30,8.382,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,14,30,9.525,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,16,30,9.525,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,18,30,11.1252,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,20,30,12.7,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,24,30,14.2748,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,30,30,15.875,ASTM A671-CC65 cl 22,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,36,40,19.05,ASTM A671-CC65 cl 22,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,42,20.6,20.6,ASTM A671-CC65 cl 22,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31071-KS,48,23.8,23.8,ASTM A671-CC65 cl 22,Carbon steel F-Gr M-Sour PWHT,CS,300,1
31073,0.5,80,3.7338,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,0.75,80,3.9116,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,1,80,4.5466,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,1.5,80,5.08,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,2,40,3.9116,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,3,40,5.4864,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,4,40,6.0198,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,6,40,7.112,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,8,30,7.0358,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,10,30,7.7978,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,12,30,8.382,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,14,30,9.525,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,16,30,9.525,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,18,30,11.1252,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,20,30,12.7,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,24,30,14.2748,ASTM A106-B,Carbon steel M-Sour [A],CS,300,1
31073,30,30,15.875,ASTM A672-C65 cl22,Carbon steel M-Sour [A],CS,300,1
31073,36,40,19.05,ASTM A672-C65 cl22,Carbon steel M-Sour [A],CS,300,1
31073,42,20.6,20.6,ASTM A672-C65 cl22,Carbon steel M-Sour [A],CS,300,1
31073,48,23.8,23.8,ASTM A672-C65 cl22,Carbon steel M-Sour [A],CS,300,1
31074,0.5,80,3.7338,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,0.75,80,3.9116,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,1,80,4.5466,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,1.5,80,5.08,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,2,40,3.9116,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,3,40,5.4864,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,4,40,6.0198,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,6,40,7.112,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,8,30,7.0358,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,10,30,7.7978,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,12,30,8.382,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,14,30,9.525,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,16,30,9.525,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,18,30,11.1252,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,20,30,12.7,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,24,30,14.2748,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,1
31074,30,30,15.875,ASTM A672-C65 cl22,Carbon steel M-Sour PWHT,CS,300,1
31074,36,40,19.05,ASTM A672-C65 cl22,Carbon steel M-Sour PWHT,CS,300,1
31074,42,20.6,20.6,ASTM A672-C65 cl22,Carbon steel M-Sour PWHT,CS,300,1
31074,48,23.8,23.8,ASTM A672-C65 cl22,Carbon steel M-Sour PWHT,CS,300,1
31076,0.5,160,4.7752,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,0.75,160,5.5626,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,1,160,6.35,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,1.5,160,7.1374,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,2,80,5.5372,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,3,80,7.62,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,4,40,6.0198,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,6,40,7.112,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,8,40,8.1788,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,10,40,9.271,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,12,40,10.3124,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,14,40,11.1252,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,16,40,12.7,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,18,40,14.2748,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,20,40,15.0876,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076,24,40,17.4752,ASTM A106-B,Carbon steel M-Sour PWHT,CS,300,3
31076-KS,0.5,160,4.7752,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,0.75,160,5.5626,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,1,160,6.35,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,1.5,160,7.1374,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,2,80,5.5372,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,3,80,7.62,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,4,40,6.0198,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,6,40,7.112,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,8,40,8.1788,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,10,40,9.271,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,12,40,10.3124,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,14,40,11.1252,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,16,40,12.7,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,18,40,14.2748,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,20,40,15.0876,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31076-KS,24,40,17.4752,ASTM A333-6,Carbon steel F-Gr M-Sour PWHT,CS,300,3
31085,0.5,80,3.7338,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,0.75,80,3.9116,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,1,80,4.5466,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,1.5,80,5.08,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,2,40,3.9116,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,3,40,5.4864,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,4,40,6.0198,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,6,40,7.112,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,8,30,7.0358,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,10,30,7.7978,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,12,30,8.382,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,14,30,9.525,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,16,30,9.525,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,18,30,11.1252,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,20,30,12.7,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,24,30,14.2748,ASTM A333-6,Carbon steel LT M-Sour,LT,300,1
31085,30,30,15.875,ASTM A671-CC65 cl 22,Carbon steel LT M-Sour,LT,300,1
31085,36,40,19.05,ASTM A671-CC65 cl 22,Carbon steel LT M-Sour,LT,300,1
31085,42,20.6,20.6,ASTM A671-CC65 cl 22,Carbon steel LT M-Sour,LT,300,1
31085,48,23.8,23.8,ASTM A671-CC65 cl 22,Carbon steel LT M-Sour,LT,300,1
31086,0.5,80,3.7338,ASTM A333-6 ENVIRONM. CRACKING,Carbon steel LT M-Sour PWHT,LT,300,1
31086,0.75,80,3.9116,ASTM A333-6 ENVIRONM. CRACKING,Carbon steel LT M-Sour PWHT,LT,300,1
31086,1,80,4.5466,ASTM A333-6 ENVIRONM. CRACKING,Carbon steel LT M-Sour PWHT,LT,300,1
31086,1.5,80,5.08,ASTM A333-6 ENVIRONM. CRACKING,Carbon steel LT M-Sour PWHT,LT,300,1
